gene_id,B_653_readcount,B_CON_readcount,log2FoldChange,pval,padj
Cluster-15354.132252,0,1295.556337,#NAME?,2.39E-92,4.92E-87
Cluster-15354.52838,322.0599474,0,Inf,1.41E-36,1.46E-31
Cluster-15354.137009,196.0382086,1.315115496,7.2198,1.65E-22,1.14E-17
Cluster-15354.5770,17.93104889,337.4674723,-4.2342,6.60E-21,3.40E-16
Cluster-15354.77834,274.3832608,1827.678467,-2.7357,1.25E-19,5.14E-15
Cluster-15354.104244,288.8560542,14.18290439,4.3481,1.30E-18,4.47E-14
Cluster-15354.15127,38.9342615,441.198382,-3.5023,4.57E-18,1.35E-13
Cluster-15354.86688,0,705.3667679,#NAME?,1.22E-17,3.14E-13
Cluster-15354.47145,513.2635119,3130.419846,-2.6086,4.55E-17,1.04E-12
Cluster-15354.104976,50.52944903,487.0885273,-3.269,6.11E-17,1.25E-12
Cluster-15354.63552,254.3583296,0,Inf,6.69E-17,1.25E-12
Cluster-15354.82424,501.7698866,55.40197028,3.179,3.86E-16,6.64E-12
Cluster-15354.83813,283.513319,0,Inf,1.22E-15,1.94E-11
Cluster-15354.88563,3.706690226,464.7539594,-6.9702,1.64E-15,2.41E-11
Cluster-15354.109335,229.1549307,12.93732231,4.1467,2.43E-15,3.34E-11
Cluster-15354.16367,0,108.126294,#NAME?,3.39E-15,4.36E-11
Cluster-15354.150048,44.40987978,413.6186868,-3.2193,8.60E-15,1.04E-10
Cluster-15354.86852,2138.291446,342.4390659,2.6425,1.86E-14,2.13E-10
Cluster-15354.104735,2756.904897,527.8775818,2.3848,3.85E-14,4.18E-10
Cluster-15354.12734,0,72.43207917,#NAME?,5.45E-14,5.35E-10
Cluster-15354.52835,0,70.60599726,#NAME?,5.42E-14,5.35E-10
Cluster-15354.125147,0.714488493,551.9854984,-9.5935,6.05E-14,5.67E-10
Cluster-15354.118960,0,68.12233439,#NAME?,1.38E-13,1.18E-09
Cluster-15354.13929,0,193.8386163,#NAME?,1.37E-13,1.18E-09
Cluster-44418.0,171.394701,8.579073855,4.3204,1.56E-13,1.28E-09
Cluster-15354.133828,40.86649417,339.2375185,-3.0533,4.55E-13,3.48E-09
Cluster-15354.61106,2909.28598,613.3988068,2.2458,4.52E-13,3.48E-09
Cluster-15354.52836,102.2586896,0,Inf,5.20E-13,3.83E-09
Cluster-15354.126198,0,63.70479342,#NAME?,8.35E-13,5.94E-09
Cluster-15354.69262,701.8341872,124.7353515,2.4923,9.52E-13,6.55E-09
Cluster-15354.150737,21.25679939,230.5255848,-3.4389,1.04E-12,6.89E-09
Cluster-15354.77817,58.45054082,393.1787313,-2.7499,1.46E-12,9.39E-09
Cluster-15354.73058,0,61.3923865,#NAME?,2.10E-12,1.31E-08
Cluster-15354.97991,397.3737754,46.31890637,3.1008,3.04E-12,1.84E-08
Cluster-15354.51831,76.04114499,0,Inf,3.50E-12,2.06E-08
Cluster-15354.81630,1900.033094,465.8392598,2.0281,8.60E-12,4.93E-08
Cluster-15354.83650,1842.770524,223.8941338,3.041,9.49E-12,5.29E-08
Cluster-15354.131538,204.6965988,984.5593206,-2.266,1.12E-11,6.06E-08
Cluster-15354.42734,31.25070636,267.8789165,-3.0996,2.37E-11,1.25E-07
Cluster-15354.49637,3.393534991,95.97118796,-4.8217,3.44E-11,1.77E-07
Cluster-15354.78460,292.052819,33.06563532,3.1428,4.58E-11,2.30E-07
Cluster-15354.134930,426.5623882,2450.985871,-2.5225,5.00E-11,2.46E-07
Cluster-15354.82146,176.6643708,14.43720688,3.6131,5.69E-11,2.72E-07
Cluster-15354.85354,1820.566557,426.4813747,2.0938,5.80E-11,2.72E-07
Cluster-15354.67457,1619.349944,417.5731861,1.9553,6.25E-11,2.86E-07
Cluster-15354.146712,103.5088479,530.1153926,-2.3566,9.79E-11,4.39E-07
Cluster-15354.81067,1159.145525,297.5651734,1.9618,1.72E-10,7.55E-07
Cluster-15354.127491,57.89993828,348.3585518,-2.5889,1.98E-10,8.52E-07
Cluster-15354.86854,845.2066441,201.0299699,2.0719,2.49E-10,1.03E-06
Cluster-15354.99018,185.9325516,20.12777276,3.2075,2.47E-10,1.03E-06
Cluster-15354.61145,1011.88492,254.2586926,1.9927,2.61E-10,1.06E-06
Cluster-15354.80568,23.35764228,198.4880873,-3.0871,3.15E-10,1.25E-06
Cluster-15354.108145,399.9675102,58.50448061,2.7733,3.31E-10,1.29E-06
Cluster-15354.133825,61.60768111,344.252499,-2.4823,4.37E-10,1.67E-06
Cluster-15354.97008,1682.613077,394.2326371,2.0936,4.84E-10,1.81E-06
Cluster-15354.43585,0,97.01105609,#NAME?,5.17E-10,1.91E-06
Cluster-15354.133826,136.9589617,9.431047376,3.8602,5.29E-10,1.91E-06
Cluster-15354.83514,1507.98725,421.4205142,1.8393,5.69E-10,2.02E-06
Cluster-15354.83503,236.1781038,31.03744342,2.9278,6.89E-10,2.41E-06
Cluster-15354.56897,0,46.7828973,#NAME?,7.15E-10,2.46E-06
Cluster-15354.82309,1270.15367,342.4635994,1.891,7.33E-10,2.48E-06
Cluster-15354.148169,7.655998174,118.5634692,-3.9529,9.69E-10,3.22E-06
Cluster-15354.37051,265.5903956,41.88518983,2.6647,1.04E-09,3.40E-06
Cluster-44011.0,0,44.06298284,#NAME?,1.21E-09,3.90E-06
Cluster-15354.80589,102.7767864,5.271559533,4.2851,1.24E-09,3.94E-06
Cluster-15354.58926,112.1177217,6.001575603,4.2235,1.35E-09,4.23E-06
Cluster-15354.23564,0,43.87883888,#NAME?,1.39E-09,4.27E-06
Cluster-15354.63581,1195.268374,334.1967697,1.8386,1.55E-09,4.71E-06
Cluster-15354.61103,281.9598319,47.00916258,2.5845,1.68E-09,4.95E-06
Cluster-15354.81303,450.4908261,94.76060413,2.2491,1.67E-09,4.95E-06
Cluster-15354.122769,74.67802763,374.4020909,-2.3258,1.75E-09,5.07E-06
Cluster-15354.38585,380.7917878,75.05598193,2.343,1.85E-09,5.29E-06
Cluster-15354.32438,196.1588913,878.0287301,-2.1622,1.92E-09,5.44E-06
Cluster-15354.82253,630.1947231,150.223364,2.0687,1.98E-09,5.52E-06
Cluster-15354.103410,145.7816639,0,Inf,2.02E-09,5.56E-06
Cluster-15354.66970,56.25849774,0,Inf,2.08E-09,5.64E-06
Cluster-15354.69204,561.4869731,130.2641229,2.1078,2.22E-09,5.95E-06
Cluster-15354.81437,1989.960076,588.3329573,1.758,2.27E-09,6.01E-06
Cluster-15354.55216,1208.820753,3995.508992,-1.7248,2.84E-09,7.40E-06
Cluster-15354.125574,311.1302675,37.42232485,3.0555,3.20E-09,8.08E-06
Cluster-15354.56117,162.8181777,688.7954641,-2.0808,3.21E-09,8.08E-06
Cluster-15354.81274,643.6550295,156.3473525,2.0415,3.20E-09,8.08E-06
Cluster-15354.116223,110.3419881,6.430259574,4.101,3.40E-09,8.44E-06
Cluster-15354.46576,84.9358181,412.3556248,-2.2794,3.74E-09,9.18E-06
Cluster-15354.77820,100.4386772,606.3348826,-2.5938,3.97E-09,9.54E-06
Cluster-34796.3,29.31905555,246.6716855,-3.0727,3.98E-09,9.54E-06
Cluster-15354.50299,409.2959312,86.70208945,2.239,4.63E-09,1.10E-05
Cluster-15354.125411,51.88016499,0,Inf,4.79E-09,1.11E-05
Cluster-15354.81914,1607.730157,477.1418985,1.7525,4.76E-09,1.11E-05
Cluster-15354.97608,526.8165607,71.86151154,2.874,5.53E-09,1.27E-05
Cluster-37200.6,0,39.58246053,#NAME?,6.08E-09,1.38E-05
Cluster-15354.83961,7981.893001,2396.398863,1.7359,6.32E-09,1.42E-05
Cluster-15354.80028,3958.9586,734.6410337,2.43,7.05E-09,1.56E-05
Cluster-15354.84117,4923.807957,528.6712274,3.2193,7.58E-09,1.66E-05
Cluster-15354.88132,927.9090995,2966.826145,-1.6769,8.01E-09,1.74E-05
Cluster-15354.140529,1.566246919,78.05988757,-5.6392,9.01E-09,1.94E-05
Cluster-15354.78457,258.6560505,38.84478115,2.7352,9.14E-09,1.94E-05
Cluster-15354.81915,2109.668455,496.5679317,2.087,9.32E-09,1.94E-05
Cluster-15354.85341,1136.927839,328.4296015,1.7915,9.27E-09,1.94E-05
Cluster-15354.122773,47.6936571,262.6151516,-2.4611,1.00E-08,2.04E-05
Cluster-15354.63691,174.604717,21.64851735,3.0118,9.97E-09,2.04E-05
Cluster-15354.84838,6950.372224,1110.878344,2.6454,1.05E-08,2.10E-05
Cluster-15354.91585,0,239.4802317,#NAME?,1.05E-08,2.10E-05
Cluster-15354.127358,153.3729679,599.0952262,-1.9657,1.09E-08,2.14E-05
Cluster-15354.70899,1.566246919,59.53006382,-5.2482,1.08E-08,2.14E-05
Cluster-15354.145366,60.40175647,329.3405123,-2.4469,1.10E-08,2.15E-05
Cluster-15354.52152,551.3549675,137.2551028,2.0061,1.14E-08,2.19E-05
Cluster-15354.1729,92.51554827,413.0140006,-2.1584,1.18E-08,2.24E-05
Cluster-15354.90806,232.669146,0,Inf,1.36E-08,2.57E-05
Cluster-15354.127493,142.5287795,738.2826095,-2.3729,1.52E-08,2.84E-05
Cluster-15354.25620,0.522082306,46.01397032,-6.4617,1.61E-08,2.99E-05
Cluster-15354.27530,253.6290659,46.10476502,2.4597,1.66E-08,3.06E-05
Cluster-15354.13061,0,47.6055834,#NAME?,1.74E-08,3.17E-05
Cluster-15354.108475,47.87404215,0,Inf,1.88E-08,3.37E-05
Cluster-15354.87696,119.453557,9.859731347,3.5988,1.87E-08,3.37E-05
Cluster-36085.0,74.30407206,344.8036807,-2.2143,2.22E-08,3.94E-05
Cluster-15354.65917,25.05357019,176.832084,-2.8193,2.35E-08,4.14E-05
Cluster-15354.82637,2903.107579,955.2173891,1.6037,2.38E-08,4.17E-05
Cluster-15354.84841,1418.255894,205.4405034,2.7873,2.46E-08,4.27E-05
Cluster-15354.13839,114.8048714,466.0755655,-2.0214,2.55E-08,4.39E-05
Cluster-15354.85002,0,53.20379566,#NAME?,2.58E-08,4.40E-05
Cluster-15354.145487,133.2607779,529.3016277,-1.9898,2.77E-08,4.68E-05
Cluster-15354.25136,2.349370378,63.08149304,-4.7469,2.90E-08,4.86E-05
Cluster-15354.45591,56.29221071,0,Inf,2.99E-08,4.97E-05
Cluster-15354.20378,3.032496274,70.27747691,-4.5345,3.12E-08,5.15E-05
Cluster-15354.73060,297.6457151,57.50102296,2.3719,3.31E-08,5.36E-05
Cluster-15354.80933,534.0723717,1633.149,-1.6125,3.29E-08,5.36E-05
Cluster-15354.82957,864.7739659,75.63412031,3.5152,3.33E-08,5.36E-05
Cluster-15354.99765,1365.25118,428.4423097,1.672,3.36E-08,5.38E-05
Cluster-15354.89697,117.0917857,10.43092409,3.4887,3.40E-08,5.40E-05
Cluster-15354.65790,45.58556144,0,Inf,4.06E-08,6.39E-05
Cluster-15354.33813,269.684965,905.5022111,-1.7474,4.21E-08,6.53E-05
Cluster-15354.38859,45.36412071,0,Inf,4.20E-08,6.53E-05
Cluster-32018.0,28.27511484,182.8619591,-2.6932,4.37E-08,6.73E-05
Cluster-15354.17632,156.8348463,11.60134679,3.7569,4.46E-08,6.81E-05
Cluster-15354.61104,258.9547884,50.61176562,2.3552,4.70E-08,7.13E-05
Cluster-15354.12730,71.6571493,2.875396109,4.6393,5.08E-08,7.65E-05
Cluster-15354.98883,1178.782288,367.383537,1.6819,5.18E-08,7.75E-05
Cluster-15354.9013,0,63.35188624,#NAME?,5.64E-08,8.36E-05
Cluster-15354.13342,250.6070462,47.15657965,2.4099,5.89E-08,8.68E-05
Cluster-15354.151253,17.12142053,135.0351036,-2.9795,7.02E-08,0.00010265
Cluster-15354.69109,862.713546,2550.861064,-1.564,7.11E-08,0.00010322
Cluster-15354.13034,0,33.26657996,#NAME?,8.13E-08,0.00011726
Cluster-15354.84137,778.6957509,232.5994713,1.7432,8.53E-08,0.00012213
Cluster-15354.87160,816.5513508,243.2132661,1.7473,8.78E-08,0.00012492
Cluster-15354.61148,2065.610344,702.685541,1.5556,9.42E-08,0.000133
Cluster-15354.65741,42.34167547,0,Inf,9.84E-08,0.00013809
Cluster-15354.82105,249.4775694,48.92475824,2.3503,9.99E-08,0.00013924
Cluster-15354.46582,69.56123113,315.8813112,-2.183,1.05E-07,0.00014551
Cluster-26156.1,112.2034141,10.67889834,3.3933,1.07E-07,0.00014763
Cluster-16257.0,140.5346503,14.27173891,3.2997,1.10E-07,0.00015059
Cluster-15354.84875,0,168.4025187,#NAME?,1.15E-07,0.00015624
Cluster-15354.143612,152.1597005,21.55780751,2.8193,1.20E-07,0.00016066
Cluster-15354.90443,1274.639992,303.4605348,2.0705,1.20E-07,0.00016066
Cluster-15354.83385,13472.26639,4201.18804,1.6811,1.25E-07,0.00016583
Cluster-15354.57859,1705.166016,4953.779778,-1.5386,1.28E-07,0.00016937
Cluster-15354.95886,73.83533518,320.9418936,-2.1199,1.29E-07,0.00016949
Cluster-15354.89267,824.572617,109.4988344,2.9127,1.39E-07,0.0001814
Cluster-15354.28264,40.98744481,0,Inf,1.52E-07,0.00019719
Cluster-15354.53716,347.8425122,82.01937229,2.0844,1.54E-07,0.0001982
Cluster-15354.49807,371.3243289,90.31382986,2.0397,1.58E-07,0.00020263
Cluster-15354.84833,18169.9897,3800.627943,2.2572,1.61E-07,0.00020463
Cluster-15354.61102,259.0233117,53.9088075,2.2645,1.62E-07,0.00020488
Cluster-15354.85042,0,32.18771606,#NAME?,1.67E-07,0.0002096
Cluster-15354.114404,0,31.35785277,#NAME?,1.69E-07,0.00021118
Cluster-15354.139857,6.287216737,153.7362836,-4.6119,1.73E-07,0.00021388
Cluster-15354.98882,517.7154026,142.7425942,1.8587,1.73E-07,0.00021388
Cluster-15354.125660,114.7790159,8.322896047,3.7856,1.82E-07,0.00022265
Cluster-15354.70938,1197.407672,208.3834186,2.5226,1.82E-07,0.00022265
Cluster-15354.112607,123.9422744,0,Inf,1.89E-07,0.00022888
Cluster-15354.107632,1020.432837,333.2169582,1.6146,1.99E-07,0.00023987
Cluster-15354.104508,284.1656407,913.6460255,-1.6849,2.04E-07,0.00024367
Cluster-40262.4,85.50932091,5.426014806,3.9781,2.04E-07,0.00024367
Cluster-15354.81346,490.9632179,133.8735096,1.8747,2.08E-07,0.00024659
Cluster-15354.138581,130.7763317,9.580509489,3.7709,2.12E-07,0.00024928
Cluster-15354.84107,1185.104313,396.048432,1.5813,2.18E-07,0.00025569
Cluster-15354.104448,87.06961396,0,Inf,2.20E-07,0.00025668
Cluster-15354.83444,1772.274255,569.2329361,1.6385,2.22E-07,0.0002569
Cluster-15354.140308,1232.584853,99.69645842,3.628,2.30E-07,0.00026488
Cluster-15354.26170,245.661949,29.86608691,3.0401,2.32E-07,0.00026488
Cluster-15354.94407,41.58203474,257.1032347,-2.6283,2.32E-07,0.00026488
Cluster-15354.81913,956.1307103,267.1612098,1.8395,2.36E-07,0.00026705
Cluster-15354.89370,8.66985226,104.672528,-3.5937,2.37E-07,0.00026705
Cluster-15354.13930,167.6371274,586.5164601,-1.8068,2.39E-07,0.00026842
Cluster-15354.90506,76.96827684,4.640680708,4.0519,2.45E-07,0.00027287
Cluster-15354.109620,6.709301479,95.22075956,-3.827,2.48E-07,0.00027407
Cluster-15354.119685,0,30.1896141,#NAME?,2.51E-07,0.00027407
Cluster-15354.133526,363.1832293,90.96596227,1.9973,2.51E-07,0.00027407
Cluster-15354.73205,0,30.23383458,#NAME?,2.49E-07,0.00027407
Cluster-15354.83631,901.3083524,290.110797,1.6354,2.67E-07,0.00028985
Cluster-15354.84828,4377.81175,869.3026013,2.3323,2.68E-07,0.00028985
Cluster-15354.5780,0,74.5857169,#NAME?,2.86E-07,0.00030397
Cluster-15354.84835,438.8861464,41.49939127,3.4027,2.84E-07,0.00030397
Cluster-16181.0,0,30.16469473,#NAME?,2.84E-07,0.00030397
Cluster-15354.83603,336.7081822,48.40919993,2.7981,2.94E-07,0.00031138
Cluster-15354.69378,1068.403987,356.9602762,1.5816,3.00E-07,0.00031519
Cluster-44999.0,98.43727118,8.87001837,3.4722,3.05E-07,0.00031947
Cluster-15354.141528,0,29.47849788,#NAME?,3.10E-07,0.00032284
Cluster-15354.108597,2.085799578,54.67960981,-4.7123,3.15E-07,0.00032694
Cluster-15354.10984,38.67225761,0,Inf,3.20E-07,0.00032988
Cluster-15354.134070,429.4900526,67.99475867,2.6591,3.41E-07,0.00034858
Cluster-15354.38801,213.7160287,41.49016904,2.3649,3.41E-07,0.00034858
Cluster-15354.49794,13.29552586,194.3717087,-3.8698,3.87E-07,0.00039288
Cluster-15354.25822,1007.462869,337.1373005,1.5793,3.94E-07,0.00039787
Cluster-15354.69822,924.0077586,310.0299,1.5755,4.08E-07,0.00041052
Cluster-15354.115079,38.04778267,0,Inf,4.15E-07,0.00041481
Cluster-15354.131694,2.008232669,53.61121835,-4.7385,4.16E-07,0.00041481
Cluster-15354.85394,3368.637603,1248.591078,1.4319,4.18E-07,0.00041494
Cluster-15354.83970,18822.35661,4871.268957,1.9501,4.27E-07,0.00042131
Cluster-15354.69615,868.0398749,283.0451131,1.6167,4.32E-07,0.00042408
Cluster-15354.42735,69.53519644,372.6409118,-2.422,4.45E-07,0.00043325
Cluster-15354.78815,2.6525416,80.63176755,-4.9259,4.45E-07,0.00043325
Cluster-15354.98749,418.0978377,113.7553603,1.8779,4.53E-07,0.0004383
Cluster-15354.81376,760.774643,203.5769846,1.9019,5.09E-07,0.00049042
Cluster-15354.81215,178.9019001,603.1003744,-1.7532,5.14E-07,0.00049294
Cluster-15354.118344,71.50600039,295.884093,-2.0489,5.23E-07,0.00049909
Cluster-15354.141250,74.14743835,304.0264183,-2.0357,5.50E-07,0.00051989
Cluster-15354.36513,29.16316059,168.6357758,-2.5317,5.52E-07,0.00051989
Cluster-15354.82365,2327.137245,768.1125869,1.5992,5.50E-07,0.00051989
Cluster-15354.80249,2544.631866,938.7106562,1.4387,5.83E-07,0.00054661
Cluster-15354.46982,807.8949498,247.045422,1.7094,6.04E-07,0.0005633
Cluster-15354.48325,0,27.75110552,#NAME?,6.32E-07,0.00058752
Cluster-15354.43076,230.9175458,48.80435971,2.2423,6.47E-07,0.00059841
Cluster-15354.33805,141.6837601,20.46784606,2.7912,6.61E-07,0.00060893
Cluster-15354.116103,1917.898813,717.063895,1.4194,6.68E-07,0.00060937
Cluster-15354.77433,434.729456,122.8180426,1.8236,6.68E-07,0.00060937
Cluster-15354.47143,24.58064735,146.2207393,-2.5726,6.94E-07,0.00063025
Cluster-15354.3538,1.044164613,57.56204412,-5.7847,7.00E-07,0.00063098
Cluster-15354.48745,2.171805905,54.05795321,-4.6375,7.01E-07,0.00063098
Cluster-15354.138629,318.546334,62.19475282,2.3566,7.39E-07,0.00066223
Cluster-15354.144856,10.19426004,96.84581197,-3.2479,7.47E-07,0.00066656
Cluster-15354.58019,69.25519463,4.175979814,4.0517,7.59E-07,0.00067469
Cluster-15354.109995,754.2534657,68.4348489,3.4622,7.89E-07,0.000698
Cluster-15354.82473,8971.546229,3196.858381,1.4887,8.13E-07,0.00071649
Cluster-15354.36507,18.23204842,183.0673644,-3.3278,8.26E-07,0.00072184
Cluster-15354.44452,42.02921436,0.428683972,6.6153,8.26E-07,0.00072184
Cluster-15354.14145,50.87719063,228.3728579,-2.1663,8.74E-07,0.00075189
Cluster-15354.27157,418.0243691,1554.922665,-1.8952,8.73E-07,0.00075189
Cluster-15354.69514,1043.438665,358.6774199,1.5406,8.73E-07,0.00075189
Cluster-15354.93907,438.7279917,90.33179589,2.28,8.75E-07,0.00075189
Cluster-15354.68526,57.07625166,2.295065998,4.6363,8.86E-07,0.00075795
Cluster-15354.87557,221.165563,20.52098006,3.43,8.96E-07,0.00076339
Cluster-15354.82316,424.3518781,121.5093325,1.8042,9.38E-07,0.00079625
Cluster-12983.2,86.6257022,7.504354161,3.529,9.47E-07,0.00080044
Cluster-15354.82325,819.1791348,276.1314225,1.5688,9.51E-07,0.00080044
Cluster-15354.23461,539.2376977,165.0535466,1.708,9.59E-07,0.00080417
Cluster-15354.56444,342.8677539,69.26408707,2.3075,9.88E-07,0.00082188
Cluster-15354.82717,5558.876622,2073.734694,1.4226,9.87E-07,0.00082188
Cluster-15354.61105,310.9951471,79.82423836,1.962,1.01E-06,0.00083516
Cluster-15354.13469,146.4761849,489.5490689,-1.7408,1.03E-06,0.00084635
Cluster-15354.104637,496.5770683,150.3096132,1.7241,1.05E-06,0.00086253
Cluster-15354.70324,68.43106019,282.9588097,-2.0479,1.06E-06,0.00086525
Cluster-15354.82487,663.6696392,216.2961911,1.6175,1.07E-06,0.00087061
Cluster-15354.129446,0,26.49349208,#NAME?,1.08E-06,0.00087086
Cluster-15354.29120,699.6479634,233.6074049,1.5825,1.08E-06,0.00087086
Cluster-15354.72825,3094.378972,1172.079657,1.4006,1.08E-06,0.00087086
Cluster-15354.130614,3.244803469,68.67390963,-4.4036,1.13E-06,0.00091012
Cluster-15354.70551,67.76971607,3.858155745,4.1347,1.17E-06,0.000934
Cluster-15354.81569,2308.509743,886.7606304,1.3803,1.18E-06,0.000934
Cluster-15354.94800,172.5738527,554.3199154,-1.6835,1.18E-06,0.000934
Cluster-15354.2449,112.6259914,14.30361163,2.9771,1.20E-06,0.00095165
Cluster-15354.146375,113.0014245,14.56393364,2.9559,1.21E-06,0.0009535
Cluster-15354.79958,2270.068133,822.3081176,1.465,1.22E-06,0.00095474
Cluster-15354.39665,614.4712084,193.7867018,1.6649,1.23E-06,0.00095962
Cluster-15354.78600,205.8149725,639.422682,-1.6354,1.26E-06,0.00097693
Cluster-15354.82780,78.70866288,6.333931463,3.6353,1.27E-06,0.00098192
